,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,clean_tw,reply,length
177,177,177,177,177,182,182,2571,553,1431097878492057603,1430944966725967873,1630035297000.0,2021-08-26 23:34:57,-400,,@Rob__Shepherd We will make them know ROB SHEPHERD  https://t.co/zI6EDTeIdQ,en,[],[],419265051,419265051,DarkBPages,ℕ𝕚𝕔𝕙𝕚 -𝒟𝒶𝓇𝓀𝐵𝑒𝓉𝓌𝑒𝑒𝓃𝒫𝒶𝑔𝑒𝓈 🇨🇦,4,23,https://twitter.com/DarkBPages/status/1431097878492057603,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH7n5XEAApmgQ.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH7n5XEAApmgQ.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'Rob__Shepherd', 'name': 'Official Rob Shepherd', 'id': '31794182'}]",,,,,  Shepherd We will make them know ROB SHEPHERD,True,8
178,178,178,178,178,183,183,2573,555,1431097878332719112,1431097227674533890,1630035297000.0,2021-08-26 23:34:57,-400,,@KISSHOBl why would u lie☹️👹  https://t.co/zkoAwzrrTy,en,[],[],1304446388529397760,1304446388529397760,deadtomebykali,ada✰,4,23,https://twitter.com/deadtomebykali/status/1431097878332719112,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH7lOWYAMOjbK.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH7lOWYAMOjbK.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'KISSHOBl', 'name': 'hobi’s bff (REAL)✿', 'id': '1335957989233143818'}]",,,,,why would u lie☹️👹,True,4
179,179,179,179,179,184,184,2578,560,1431097878110294022,1431097878110294022,1630035297000.0,2021-08-26 23:34:57,-400,,"This is your daily reminder to be kind to others. Everyone's buckets are empty and tempers flare easily at the moment, but you don't know what kind of day that other person is having. Taking an extra breath and being kind makes the world a bit better.  https://t.co/aGubI21u6D",en,[],[],788979997998403584,788979997998403584,KDKells,kd kells,4,23,https://twitter.com/KDKells/status/1431097878110294022,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH7iEVgAITu8o.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH7iEVgAITu8o.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,"This is your daily reminder to be kind to others. Everyone's buckets are empty and tempers flare easily at the moment, but you don't know what kind of day that other person is having. Taking an extra breath and being kind makes the world a bit better.",False,47
180,180,180,180,180,185,185,2580,562,1431097877745397763,1431097877745397763,1630035297000.0,2021-08-26 23:34:57,-400,,I was born in it.  https://t.co/wiX4n7g6bw,en,[],[],1293657696143462400,1293657696143462400,GoddessWatching,side 👀 + cocktails,4,23,https://twitter.com/GoddessWatching/status/1431097877745397763,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH7sUUcAYIfjP.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH7sUUcAYIfjP.jpg,False,0,0,0,https://twitter.com/callherdiara/status/1430799803038912515,.gif,,,,,,,[],,,,,I was born in it.,False,5
181,181,181,181,181,186,186,2584,566,1431097876780879872,1431097876780879872,1630035296000.0,2021-08-26 23:34:56,-400,,BUTTER REMIX EM 1H #BTSfeatMeganToday @BTS_twt  https://t.co/zFpPlsWn5R,en,['btsfeatmegantoday'],[],1236084327152304129,1236084327152304129,jkissart,sabrina,4,23,https://twitter.com/jkissart/status/1431097876780879872,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH7eFWYAATdq-.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH7eFWYAATdq-.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,BUTTER REMIX EM 1H BTSfeatMeganToday  twt,False,6
182,182,182,182,182,187,187,2586,568,1431097876742959106,1431097876742959106,1630035296000.0,2021-08-26 23:34:56,-400,,I LOVE U LIKE A LOVE SONG BAY BEH  https://t.co/FOZeqO5KfQ,en,[],[],1229857597215399936,1229857597215399936,mybelovedtay,miranda,4,23,https://twitter.com/mybelovedtay/status/1431097876742959106,[],['https://pbs.twimg.com/tweet_video_thumb/E9wi6WnVEAAkcVS.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9wi6WnVEAAkcVS.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,I LOVE U LIKE A LOVE SONG BAY BEH,False,9
183,183,183,183,183,189,189,2589,571,1431097876432633858,1431077839504220163,1630035296000.0,2021-08-26 23:34:56,-400,,"@KatarinyaMariya There, there, friend  https://t.co/OX0XcaqMyy",en,[],[],718679496015028224,718679496015028224,writriverdale,Pope Umaru☧🇻🇦🤡 🖊,4,23,https://twitter.com/writriverdale/status/1431097876432633858,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH7ROVgAAVjZG.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH7ROVgAAVjZG.jpg,False,1,0,0,,.gif,,,,,,,"[{'screen_name': 'KatarinyaMariya', 'name': '✝️ Katarinya-Mariya 📿 ن', 'id': '1125654884265676800'}]",,,,,"There, there, friend",True,3
184,184,184,184,184,190,190,2591,573,1431097876319440901,1431096448515559424,1630035296000.0,2021-08-26 23:34:56,-400,,@n6four bts x megan collab 2nite  https://t.co/IlYVzxRUC9,en,[],[],1100930722330742787,1100930722330742787,chaneIjin,mars 😵‍💫 LO♡ER,4,23,https://twitter.com/chaneIjin/status/1431097876319440901,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH7cwWEAIOucy.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH7cwWEAIOucy.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'n6four', 'name': 'tony hawk meal', 'id': '947247181194514437'}]",,,,,bts x megan collab 2nite,True,5
185,185,185,185,185,191,191,2594,576,1431097875933638658,1431097875933638658,1630035296000.0,2021-08-26 23:34:56,-400,,BTS_twt WHERE ARE YOU  https://t.co/CuW7M5rNeV,en,[],[],1192620717356929024,1192620717356929024,kthskool,joons boobs,4,23,https://twitter.com/kthskool/status/1431097875933638658,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH7UzWEAAv-5e.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH7UzWEAAv-5e.jpg,False,1,0,0,,.gif,,,,,,,[],,,,,BTS twt WHERE ARE YOU,False,5
186,186,186,186,186,192,192,2595,577,1431097875921084419,1431097875921084419,1630035296000.0,2021-08-26 23:34:56,-400,,kazuha is the first character i whaled for and ur telling me he's likely to d word... damn  https://t.co/2DCXNe8YOP,en,[],[],1344854770071252992,1344854770071252992,l0wigi,lowi,4,23,https://twitter.com/l0wigi/status/1431097875921084419,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH7gNWEAESEmh.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH7gNWEAESEmh.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,kazuha is the first character i whaled for and ur telling me he's likely to d word... damn,False,18
187,187,187,187,187,193,193,2597,579,1431097875597971463,1431097875597971463,1630035296000.0,2021-08-26 23:34:56,-400,,"That would require .@pdoocy to have a semblance of journalistic and personal integrity. If he possessed either, I think .@PressSec has figuratively slapped it out of him during the emasculation sessions, I mean press conferences.  https://t.co/NDlKsa19Qi",en,[],[],10293932,10293932,lifelonglrnr,Pʜɪʟᴏᴍᴀᴛʜ⁵⁰⁹ 📚,4,23,https://twitter.com/lifelonglrnr/status/1431097875597971463,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH7e6UYAIxG4i.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH7e6UYAIxG4i.jpg,False,0,0,0,https://twitter.com/duty2warn/status/1431018772354113540,.gif,,,,,,,[],,,,,"That would require . to have a semblance of journalistic and personal integrity. If he possessed either, I think . has figuratively slapped it out of him during the emasculation sessions, I mean press conferences.",False,35
188,188,188,188,188,194,194,2598,580,1431097875589746689,1430905745856372739,1630035296000.0,2021-08-26 23:34:56,-400,,"@SloppySubie @MoonLamboio @arrington Yeah , straight abuse of ones life. Prayers to you and your family. Start strong. We’ll see where this all takes us. But we have to stay optimistic  https://t.co/SLfAujsAam",en,[],[],1242690781019865088,1242690781019865088,EEMMYaknow,Erick Morales,4,23,https://twitter.com/EEMMYaknow/status/1431097875589746689,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH7lrWQAQ5uTb.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH7lrWQAQ5uTb.jpg,False,0,0,0,,.gif,,,,,,,"[{'screen_name': 'SloppySubie', 'name': 'SloppySubie', 'id': '1355705662936735745'}, {'screen_name': 'MoonLamboio', 'name': 'Moon Lambo', 'id': '947673769694416896'}, {'screen_name': 'arrington', 'name': 'Michael Arrington 🏴\u200d☠️', 'id': '37570179'}]",,,,,"Yeah , straight abuse of ones life. Prayers to you and your family. Start strong. We’ll see where this all takes us. But we have to stay optimistic",True,28
189,189,189,189,189,195,195,2600,582,1431097875375792133,1431097860871839745,1630035296000.0,2021-08-26 23:34:56,-400,,"what &amp; who I care for are both parts of myself. I'm just throwing this out into the void &amp; venting to no one in particular. If you see this mess of cold anger &amp; self-reflection on my views on life, I hope you have a lovely day/night &amp; remember to live your best life. All love💗  https://t.co/duYm4cq8WM",en,[],[],1336353886550953991,1336353886550953991,music_akuma,Akuma Nightingale Music,4,23,https://twitter.com/music_akuma/status/1431097875375792133,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH7hzXEAIdMIA.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH7hzXEAIdMIA.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,"what &amp; who I care for are both parts of myself. I'm just throwing this out into the void &amp; venting to no one in particular. If you see this mess of cold anger &amp; self-reflection on my views on life, I hope you have a lovely day/night &amp; remember to live your best life. All love💗",False,57
190,190,190,190,190,196,196,2604,586,1431097874914463746,1431097874914463746,1630035296000.0,2021-08-26 23:34:56,-400,,Tom fortnite  https://t.co/iSvud3kneU,en,[],[],1325303294496006150,1325303294496006150,BIGSMOKE962,Big Smoke,4,23,https://twitter.com/BIGSMOKE962/status/1431097874914463746,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH7g-XoAMInYI.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH7g-XoAMInYI.jpg,False,1,0,0,,.gif,,,,,,,[],,,,,Tom fortnite,False,2
191,191,191,191,191,197,197,2608,590,1431097874696245249,1431097874696245249,1630035296000.0,2021-08-26 23:34:56,-400,,I say we bomb all the airstrips on the way out.   And everything we built.   F’k it.  https://t.co/K2aDmoN7yK,en,[],[],571496354,571496354,lifeandmorelife,Somebody Call The Aliens STAT,4,23,https://twitter.com/lifeandmorelife/status/1431097874696245249,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH64LXEAAEw0M.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH64LXEAAEw0M.jpg,False,0,0,0,,.gif,,,,,,,[],,,,,I say we bomb all the airstrips on the way out. And everything we built. F’k it.,False,17
192,192,192,192,192,198,198,2609,591,1431097874649993216,1431097874649993216,1630035296000.0,2021-08-26 23:34:56,-400,,"""smooth like coca butter"" me suena a spoiler  https://t.co/NnzjieSBsC",en,[],[],1200140322283630593,1200140322283630593,kkootterfly,Kim⁷ 🧈👅,4,23,https://twitter.com/kkootterfly/status/1431097874649993216,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH7bQXMAA5CVU.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH7bQXMAA5CVU.jpg,False,1,0,0,,.gif,,,,,,,[],,,,,"""smooth like coca butter"" me suena a spoiler",False,8
193,193,193,193,193,199,199,2610,592,1431097874432073738,1431097874432073738,1630035296000.0,2021-08-26 23:34:56,-400,,the qrts look peaceful WHO ELSE SMILED  https://t.co/f9WWPu65ee,en,[],[],1151064369817505792,1151064369817505792,raxlepis,永 WANTER,4,23,https://twitter.com/raxlepis/status/1431097874432073738,[],['https://pbs.twimg.com/tweet_video_thumb/E9xH7NcX0AYjPMb.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/E9xH7NcX0AYjPMb.jpg,False,0,0,0,https://twitter.com/bighit_music/status/1431056579562856453,.gif,,,,,,,[],,,,,the qrts look peaceful WHO ELSE SMILED,False,7
